"","Illumina.Probe.ID","Ensembl.Gene.ID","GeneSymbol_Human","Gene.Description","Chromosome","Gene.Start..bp.","Gene.End..bp.","Module"
"189","ILMN_1702296","ENSG00000164326","CARTPT","CART prepropeptide ","5"," 71,014,990 "," 71,016,875 ","M1"
"190","ILMN_1796069","ENSG00000141668","CBLN2","cerebellin 2 precursor ","18"," 70,203,915 "," 70,305,756 ","M1"
"191","ILMN_1813528","ENSG00000183287","CCBE1","collagen and calcium binding EGF domains 1 ","18"," 57,098,172 "," 57,364,612 ","M1"
"192","ILMN_1706935","ENSG00000128596","CCDC136","coiled-coil domain containing 136 ","7"," 128,430,811 "," 128,462,186 ","M1"
"193","ILMN_1745904","ENSG00000108091","CCDC6","coiled-coil domain containing 6 ","10"," 61,548,521 "," 61,666,414 ","M1"
"194","ILMN_1760088","ENSG00000110148","CCKBR","cholecystokinin B receptor ","11"," 6,280,966 "," 6,293,357 ","M1"
"195","ILMN_1702247","ENSG00000166946","CCNDBP1","cyclin D-type binding-protein 1 ","15"," 43,477,316 "," 43,487,396 ","M1"
"196","ILMN_2374425","ENSG00000105173","CCNE1","cyclin E1 ","19"," 30,302,805 "," 30,315,215 ","M1"
"197","ILMN_1694491","ENSG00000113328","CCNG1","cyclin G1 ","5"," 162,864,575 "," 162,873,157 ","M1"
"198","ILMN_1689378","ENSG00000151014","CCRN4L","CCR4 carbon catabolite repression 4-like (S. cerevisiae) ","4"," 139,936,943 "," 139,966,906 ","M1"
"199","ILMN_1679382","ENSG00000166226","CCT2","chaperonin containing TCP1, subunit 2 (beta) ","12"," 69,979,114 "," 69,995,350 ","M1"
"200","ILMN_1787750","ENSG00000091972","CD200","CD200 molecule ","3"," 112,051,194 "," 112,081,659 ","M1"
"201","ILMN_1771333","ENSG00000196776","CD47","CD47 molecule ","3"," 107,762,145 "," 107,809,872 ","M1"
"202","ILMN_2413808","ENSG00000143119","CD53","CD53 molecule ","1"," 111,415,775 "," 111,442,550 ","M1"
"203","ILMN_1737651","ENSG00000168438","CDC40","cell division cycle 40 ","6"," 110,501,344 "," 110,575,478 ","M1"
"204","ILMN_1791270","ENSG00000040731","CDH10","cadherin 10, type 2 (T2-cadherin) ","5"," 24,487,209 "," 24,645,087 ","M1"
"205","ILMN_1709269","ENSG00000154162","CDH12","cadherin 12, type 2 (N-cadherin 2) ","5"," 21,750,782 "," 22,853,731 ","M1"
"206","ILMN_1733669","ENSG00000145526","CDH18","cadherin 18, type 2 ","5"," 19,473,060 "," 20,575,982 ","M1"
"207","ILMN_1757020","ENSG00000150394","CDH8","cadherin 8, type 2 ","16"," 61,681,146 "," 62,070,939 ","M1"
"208","ILMN_2171295","ENSG00000058091","CDK14","cyclin-dependent kinase 14 ","7"," 90,095,738 "," 90,839,905 ","M1"
"209","ILMN_1686804","ENSG00000156345","CDK20","cyclin-dependent kinase 20 ","9"," 90,581,356 "," 90,589,668 ","M1"
"210","ILMN_2357730","ENSG00000156345","CDK20","cyclin-dependent kinase 20 ","9"," 90,581,356 "," 90,589,668 ","M1"
"211","ILMN_1689001","ENSG00000135446","CDK4","cyclin-dependent kinase 4 ","12"," 58,141,510 "," 58,149,796 ","M1"
"212","ILMN_1781987","ENSG00000164885","CDK5","cyclin-dependent kinase 5 ","7"," 150,750,899 "," 150,755,617 ","M1"
"213","ILMN_1730928","ENSG00000176749","CDK5R1","cyclin-dependent kinase 5, regulatory subunit 1 (p35) ","17"," 30,813,637 "," 30,818,274 ","M1"
"214","ILMN_1717803","ENSG00000171450","CDK5R2","cyclin-dependent kinase 5, regulatory subunit 2 (p39) ","2"," 219,824,377 "," 219,826,876 ","M1"
"215","ILMN_1748883","ENSG00000129355","CDKN2D","cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4) ","19"," 10,677,138 "," 10,679,735 ","M1"
"216","ILMN_1702229","ENSG00000183307","CECR6","cat eye syndrome chromosome region, candidate 6 ","22"," 17,597,189 "," 17,602,257 ","M1"
"217","ILMN_1800638","ENSG00000048740","CELF2","CUGBP, Elav-like family member 2 ","10"," 11,047,259 "," 11,378,666 ","M1"
"218","ILMN_2400947","ENSG00000048740","CELF2","CUGBP, Elav-like family member 2 ","10"," 11,047,259 "," 11,378,666 ","M1"
"219","ILMN_1681234","ENSG00000159409","CELF3","CUGBP, Elav-like family member 3 ","1"," 151,674,880 "," 151,689,290 ","M1"
"220","ILMN_1656045","ENSG00000140488","CELF6","CUGBP, Elav-like family member 6 ","15"," 72,559,087 "," 72,612,470 ","M1"
"221","ILMN_1711208","ENSG00000143126","CELSR2","cadherin, EGF LAG seven-pass G-type receptor 2 ","1"," 109,792,641 "," 109,818,372 ","M1"
"222","ILMN_1691290","ENSG00000008300","CELSR3","cadherin, EGF LAG seven-pass G-type receptor 3 ","3"," 48,673,902 "," 48,700,348 ","M1"
"223","ILMN_1797209","ENSG00000106477","CEP41","centrosomal protein 41kDa ","7"," 130,036,375 "," 130,082,274 ","M1"
"224","ILMN_2223805","ENSG00000106477","CEP41","centrosomal protein 41kDa ","7"," 130,036,375 "," 130,082,274 ","M1"
"225","ILMN_1785161","ENSG00000159685","CHCHD6","coiled-coil-helix-coiled-coil-helix domain containing 6 ","3"," 126,423,063 "," 126,679,249 ","M1"
"226","ILMN_1771238","ENSG00000188419","CHM","choroideremia (Rab escort protein 1) ","X"," 85,116,185 "," 85,302,566 ","M1"
"227","ILMN_1715607","ENSG00000254505","CHMP4A","charged multivesicular body protein 4A ","14"," 24,678,789 "," 24,683,075 ","M1"
"228","ILMN_1678493","ENSG00000128656","CHN1","chimerin 1 ","2"," 175,664,091 "," 175,870,097 ","M1"
"229","ILMN_1795582","ENSG00000090539","CHRD","chordin ","3"," 184,097,861 "," 184,108,524 ","M1"
"230","ILMN_1751689","ENSG00000168539","CHRM1","cholinergic receptor, muscarinic 1 ","11"," 62,676,151 "," 62,689,279 ","M1"
"231","ILMN_1710410","ENSG00000133019","CHRM3","cholinergic receptor, muscarinic 3 ","1"," 239,549,865 "," 240,078,750 ","M1"
"232","ILMN_1887357","ENSG00000133019","CHRM3","cholinergic receptor, muscarinic 3 ","1"," 239,549,865 "," 240,078,750 ","M1"
"233","ILMN_1677719","ENSG00000175264","CHST1","carbohydrate (keratan sulfate Gal-6) sulfotransferase 1 ","11"," 45,670,427 "," 45,687,172 ","M1"
"234","ILMN_1670926","ENSG00000182022","CHST15","carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15 ","10"," 125,767,184 "," 125,853,206 ","M1"
"235","ILMN_1735199","ENSG00000005194","CIAPIN1","cytokine induced apoptosis inhibitor 1 ","16"," 57,462,081 "," 57,481,440 ","M1"
"236","ILMN_1796235","ENSG00000141076","CIRH1A","cirrhosis, autosomal recessive 1A (cirhin) ","16"," 69,165,194 "," 69,265,033 ","M1"
"237","ILMN_2122952","ENSG00000122873","CISD1","CDGSH iron sulfur domain 1 ","10"," 60,028,818 "," 60,049,346 ","M1"
"238","ILMN_2122953","ENSG00000122873","CISD1","CDGSH iron sulfur domain 1 ","10"," 60,028,818 "," 60,049,346 ","M1"
"239","ILMN_1715476","ENSG00000223572","CKMT1A","creatine kinase, mitochondrial 1A ","15"," 43,985,084 "," 43,991,420 ","M1"
"240","ILMN_2193817","ENSG00000182566","CLEC4G","C-type lectin domain family 4, member G ","19"," 7,793,843 "," 7,798,792 ","M1"
"241","ILMN_2063586","ENSG00000169504","CLIC4","chloride intracellular channel 4 ","1"," 25,071,848 "," 25,170,815 ","M1"
"242","ILMN_1699665","ENSG00000159212","CLIC6","chloride intracellular channel 6 ","21"," 36,041,688 "," 36,090,525 ","M1"
"243","ILMN_1731237","ENSG00000158258","CLSTN2","calsyntenin 2 ","3"," 139,654,027 "," 140,296,239 ","M1"
"244","ILMN_1674609","ENSG00000175416","CLTB","clathrin, light chain B ","5"," 175,819,456 "," 175,843,570 ","M1"
"245","ILMN_1714082","ENSG00000111726","CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase ","12"," 22,199,108 "," 22,218,608 ","M1"
"246","ILMN_2125374","ENSG00000111726","CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase ","12"," 22,199,108 "," 22,218,608 ","M1"
"247","ILMN_1803838","ENSG00000105427","CNFN","cornifelin ","19"," 42,891,171 "," 42,894,439 ","M1"
"248","ILMN_2349696","ENSG00000174871","CNIH2","cornichon homolog 2 (Drosophila) ","11"," 66,045,661 "," 66,052,772 ","M1"
"249","ILMN_1749071","ENSG00000143786","CNIH3","cornichon homolog 3 (Drosophila) ","1"," 224,622,362 "," 224,928,251 ","M1"
"250","ILMN_1657750","ENSG00000119946","CNNM1","cyclin M1 ","10"," 101,088,856 "," 101,154,087 ","M1"
"251","ILMN_1813581","ENSG00000118432","CNR1","cannabinoid receptor 1 (brain) ","6"," 88,849,583 "," 88,876,078 ","M1"
"252","ILMN_2182148","ENSG00000119865","CNRIP1","cannabinoid receptor interacting protein 1 ","2"," 68,511,303 "," 68,547,183 ","M1"
"253","ILMN_1717599","ENSG00000113805","CNTN3","contactin 3 (plasmacytoma associated) ","3"," 74,311,719 "," 74,570,291 ","M1"
"254","ILMN_1692398","ENSG00000108797","CNTNAP1","contactin associated protein 1 ","17"," 40,834,631 "," 40,851,832 ","M1"
"255","ILMN_1690223","ENSG00000174469","CNTNAP2","contactin associated protein-like 2 ","7"," 145,813,453 "," 148,118,090 ","M1"
"256","ILMN_1791873","ENSG00000166685","COG1","component of oligomeric golgi complex 1 ","17"," 71,189,129 "," 71,204,646 ","M1"
"257","ILMN_1729117","ENSG00000204262","COL5A2","collagen, type V, alpha 2 ","2"," 189,896,622 "," 190,044,605 ","M1"
"258","ILMN_1736002","ENSG00000121022","COPS5","COP9 signalosome subunit 5 ","8"," 67,955,314 "," 67,996,018 ","M1"
"259","ILMN_1783985","ENSG00000119723","COQ6","coenzyme Q6 monooxygenase ","14"," 74,416,629 "," 74,430,373 ","M1"
"260","ILMN_1670901","ENSG00000006695","COX10","cytochrome c oxidase assembly homolog 10 (yeast) ","17"," 13,972,813 "," 14,111,994 ","M1"
"261","ILMN_1669382","ENSG00000145920","CPLX2","complexin 2 ","5"," 175,223,313 "," 175,311,023 ","M1"
"262","ILMN_1772873","ENSG00000145920","CPLX2","complexin 2 ","5"," 175,223,313 "," 175,311,023 ","M1"
"263","ILMN_1738058","ENSG00000100884","CPNE6","copine VI (neuronal) ","14"," 24,540,046 "," 24,547,309 ","M1"
"264","ILMN_1722294","ENSG00000139117","CPNE8","copine VIII ","12"," 39,040,624 "," 39,301,232 ","M1"
"265","ILMN_1713031","ENSG00000104324","CPQ","carboxypeptidase Q ","8"," 97,657,455 "," 98,161,882 ","M1"
"266","ILMN_2058795","ENSG00000104324","CPQ","carboxypeptidase Q ","8"," 97,657,455 "," 98,161,882 ","M1"
"267","ILMN_1773855","ENSG00000169169","CPT1C","carnitine palmitoyltransferase 1C ","19"," 50,194,155 "," 50,216,988 ","M1"
"268","ILMN_1739558","ENSG00000163703","CRELD1","cysteine-rich with EGF-like domains 1 ","3"," 9,975,506 "," 9,987,097 ","M1"
"269","ILMN_1796180","ENSG00000121671","CRY2","cryptochrome 2 (photolyase-like) ","11"," 45,868,669 "," 45,904,798 ","M1"
"270","ILMN_1686623","ENSG00000182578","CSF1R","colony stimulating factor 1 receptor ","5"," 149,432,854 "," 149,492,935 ","M1"
"271","ILMN_1659781","ENSG00000164796","CSMD3","CUB and Sushi multiple domains 3 ","8"," 113,235,157 "," 114,449,328 ","M1"
"272","ILMN_1704713","ENSG00000169118","CSNK1G1","casein kinase 1, gamma 1 ","15"," 64,457,716 "," 64,648,442 ","M1"
"273","ILMN_2187533","ENSG00000110925","CSRNP2","cysteine-serine-rich nuclear protein 2 ","12"," 51,454,990 "," 51,477,447 ","M1"
"274","ILMN_1660806","ENSG00000175183","CSRP2","cysteine and glycine-rich protein 2 ","12"," 77,252,495 "," 77,272,840 ","M1"
"275","ILMN_1808779","ENSG00000176102","CSTF3","cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa ","11"," 33,098,734 "," 33,183,917 ","M1"
"276","ILMN_1877738","ENSG00000259787","CTB-85P21.2","","5"," 143,861,871 "," 143,865,249 ","M1"
"277","ILMN_1755711","ENSG00000178971","CTC1","CTS telomere maintenance complex component 1 ","17"," 8,130,191 "," 8,151,362 ","M1"
"278","ILMN_1744628","ENSG00000167807","CTD-2369P2.10","Uncharacterized protein  ","19"," 10,416,103 "," 10,426,685 ","M1"
"279","ILMN_1676055","ENSG00000256982","CTD-2555A7.2","","16"," 89,112,580 "," 89,119,373 ","M1"
"280","ILMN_2387471","ENSG00000183248","CTD-3193O13.9","Protein FLJ22184  ","19"," 7,933,605 "," 7,939,326 ","M1"
"281","ILMN_1783285","ENSG00000171793","CTPS1","CTP synthase 1 ","1"," 41,445,007 "," 41,478,235 ","M1"
"282","ILMN_1812995","ENSG00000135047","CTSL","cathepsin L ","9"," 90,340,434 "," 90,346,308 ","M1"
"283","ILMN_2374036","ENSG00000135047","CTSL","cathepsin L ","9"," 90,340,434 "," 90,346,308 ","M1"
"284","ILMN_1669252","ENSG00000108094","CUL2","cullin 2 ","10"," 35,297,479 "," 35,379,570 ","M1"
"285","ILMN_1771179","ENSG00000008283","CYB561","cytochrome b561 ","17"," 61,509,665 "," 61,523,739 ","M1"
"286","ILMN_1730416","ENSG00000172115","CYCS","cytochrome c, somatic ","7"," 25,159,710 "," 25,164,980 ","M1"
"287","ILMN_1677200","ENSG00000055163","CYFIP2","cytoplasmic FMR1 interacting protein 2 ","5"," 156,693,089 "," 156,822,606 ","M1"
"288","ILMN_2354478","ENSG00000055163","CYFIP2","cytoplasmic FMR1 interacting protein 2 ","5"," 156,693,089 "," 156,822,606 ","M1"
"289","ILMN_1758128","ENSG00000161544","CYGB","cytoglobin ","17"," 74,523,438 "," 74,547,257 ","M1"
"290","ILMN_2175317","ENSG00000186377","CYP4X1","cytochrome P450, family 4, subfamily X, polypeptide 1 ","1"," 47,427,036 "," 47,516,423 ","M1"
"291","ILMN_1810210","ENSG00000126733","DACH2","dachshund homolog 2 (Drosophila) ","X"," 85,403,462 "," 86,087,607 ","M1"
"292","ILMN_1683682","ENSG00000134780","DAGLA","diacylglycerol lipase, alpha ","11"," 61,447,905 "," 61,514,473 ","M1"
"293","ILMN_1741603","ENSG00000078725","DBC1","deleted in bladder cancer 1 ","9"," 121,915,736 "," 122,131,745 ","M1"
"294","ILMN_2385278","ENSG00000119599","DCAF4","DDB1 and CUL4 associated factor 4 ","14"," 73,393,040 "," 73,426,411 ","M1"
"295","ILMN_1670000","ENSG00000143164","DCAF6","DDB1 and CUL4 associated factor 6 ","1"," 167,905,021 "," 168,045,081 ","M1"
"296","ILMN_1729962","ENSG00000170959","DCDC1","doublecortin domain containing 1 ","11"," 30,851,916 "," 31,391,357 ","M1"
"297","ILMN_2412807","ENSG00000204843","DCTN1","dynactin 1 ","2"," 74,588,281 "," 74,619,214 ","M1"
"298","ILMN_1763129","ENSG00000179958","DCTPP1","dCTP pyrophosphatase 1 ","16"," 30,434,940 "," 30,441,396 ","M1"
"299","ILMN_1801403","ENSG00000109184","DCUN1D4","DCN1, defective in cullin neddylation 1, domain containing 4 ","4"," 52,709,166 "," 52,783,003 ","M1"
"300","ILMN_2124352","ENSG00000137692","DCUN1D5","DCN1, defective in cullin neddylation 1, domain containing 5 ","11"," 102,932,805 "," 102,962,944 ","M1"
"301","ILMN_1694530","ENSG00000130311","DDA1","DET1 and DDB1 associated 1 ","19"," 17,420,327 "," 17,434,110 ","M1"
"302","ILMN_1753249","ENSG00000178105","DDX10","DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 ","11"," 108,535,752 "," 108,811,657 ","M1"
"303","ILMN_1700628","ENSG00000089737","DDX24","DEAD (Asp-Glu-Ala-Asp) box helicase 24 ","14"," 94,517,266 "," 94,547,591 ","M1"
"304","ILMN_2127897","ENSG00000109832","DDX25","DEAD (Asp-Glu-Ala-Asp) box helicase 25 ","11"," 125,773,271 "," 125,793,158 ","M1"
"305","ILMN_1811551","ENSG00000023697","DERA","deoxyribose-phosphate aldolase (putative) ","12"," 16,064,106 "," 16,190,220 ","M1"
"306","ILMN_1725510","ENSG00000116133","DHCR24","24-dehydrocholesterol reductase ","1"," 55,315,306 "," 55,352,891 ","M1"
"307","ILMN_1689200","ENSG00000104808","DHDH","dihydrodiol dehydrogenase (dimeric) ","19"," 49,436,939 "," 49,448,226 ","M1"
"308","ILMN_1807455","ENSG00000100612","DHRS7","dehydrogenase/reductase (SDR family) member 7 ","14"," 60,610,838 "," 60,636,574 ","M1"
"309","ILMN_1742846","ENSG00000165023","DIRAS2","DIRAS family, GTP-binding RAS-like 2 ","9"," 93,372,114 "," 93,405,386 ","M1"
"310","ILMN_1813517","ENSG00000140323","DISP2","dispatched homolog 2 (Drosophila) ","15"," 40,650,436 "," 40,663,257 ","M1"
"311","ILMN_1667319","ENSG00000105520","DKFZP761J1410","Lipid phosphate phosphatase-related protein type 2  ","19"," 11,466,062 "," 11,476,374 ","M1"
"312","ILMN_1706583","ENSG00000150768","DLAT","dihydrolipoamide S-acetyltransferase ","11"," 111,895,538 "," 111,935,114 ","M1"
"313","ILMN_1676215","ENSG00000150672","DLG2","discs, large homolog 2 (Drosophila) ","11"," 83,166,055 "," 85,338,966 ","M1"
"314","ILMN_1713139","ENSG00000198010","DLGAP2","discs, large (Drosophila) homolog-associated protein 2 ","8"," 1,449,532 "," 1,656,642 ","M1"
"315","ILMN_1676728","ENSG00000171462","DLK2","delta-like 2 homolog (Drosophila) ","6"," 43,418,090 "," 43,424,370 ","M1"
"316","ILMN_1776998","ENSG00000140403","DNAJA4","DnaJ (Hsp40) homolog, subfamily A, member 4 ","15"," 78,556,428 "," 78,574,538 ","M1"
"317","ILMN_1690844","ENSG00000105993","DNAJB6","DnaJ (Hsp40) homolog, subfamily B, member 6 ","7"," 157,128,075 "," 157,210,133 ","M1"
"318","ILMN_1803073","ENSG00000108176","DNAJC12","DnaJ (Hsp40) homolog, subfamily C, member 12 ","10"," 69,556,427 "," 69,597,924 ","M1"
"319","ILMN_1805200","ENSG00000106976","DNM1","dynamin 1 ","9"," 130,965,658 "," 131,017,527 ","M1"
"320","ILMN_1685260","ENSG00000087470","DNM1L","dynamin 1-like ","12"," 32,832,134 "," 32,898,486 ","M1"
"321","ILMN_1680928","ENSG00000197959","DNM3","dynamin 3 ","1"," 171,810,621 "," 172,387,606 ","M1"
"322","ILMN_1812477","ENSG00000149927","DOC2A","double C2-like domains, alpha ","16"," 30,016,830 "," 30,034,591 ","M1"
"323","ILMN_1712352","ENSG00000088538","DOCK3","dedicator of cytokinesis 3 ","3"," 50,712,672 "," 51,421,629 ","M1"
"324","ILMN_1788931","ENSG00000107099","DOCK8","dedicator of cytokinesis 8 ","9"," 214,854 "," 465,259 ","M1"
"325","ILMN_1785290","ENSG00000206052","DOK6","docking protein 6 ","18"," 67,068,291 "," 67,516,323 ","M1"
"326","ILMN_1739156","ENSG00000083097","DOPEY1","dopey family member 1 ","6"," 83,777,385 "," 83,881,069 ","M1"
"327","ILMN_1769961","ENSG00000011332","DPF1","D4, zinc and double PHD fingers family 1 ","19"," 38,701,646 "," 38,720,354 ","M1"
"328","ILMN_1792356","ENSG00000151640","DPYSL4","dihydropyrimidinase-like 4 ","10"," 134,000,404 "," 134,019,280 ","M1"
"329","ILMN_1706426","ENSG00000125868","DSTN","destrin (actin depolymerizing factor) ","20"," 17,550,508 "," 17,588,887 ","M1"
"330","ILMN_1774432","ENSG00000125821","DTD1","D-tyrosyl-tRNA deacylase 1 ","20"," 18,568,537 "," 18,744,561 ","M1"
"331","ILMN_1667578","ENSG00000133878","DUSP26","dual specificity phosphatase 26 (putative) ","8"," 33,448,856 "," 33,457,624 ","M1"
"332","ILMN_1690397","ENSG00000158560","DYNC1I1","dynein, cytoplasmic 1, intermediate chain 1 ","7"," 95,401,866 "," 95,739,634 ","M1"
"333","ILMN_1681890","ENSG00000165169","DYNLT3","dynein, light chain, Tctex-type 3 ","X"," 37,696,010 "," 37,706,890 ","M1"
"334","ILMN_1669502","ENSG00000112242","E2F3","E2F transcription factor 3 ","6"," 20,402,398 "," 20,493,941 ","M1"
"335","ILMN_2108735","ENSG00000101210","EEF1A2","eukaryotic translation elongation factor 1 alpha 2 ","20"," 62,119,366 "," 62,130,505 ","M1"
"336","ILMN_1782543","ENSG00000104529","EEF1D","eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) ","8"," 144,661,867 "," 144,681,711 ","M1"
"337","ILMN_2408039","ENSG00000104529","EEF1D","eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) ","8"," 144,661,867 "," 144,681,711 ","M1"
"338","ILMN_1703852","ENSG00000125266","EFNB2","ephrin-B2 ","13"," 107,142,079 "," 107,187,462 ","M1"
"339","ILMN_1695606","ENSG00000108947","EFNB3","ephrin-B3 ","17"," 7,608,520 "," 7,614,696 ","M1"
"340","ILMN_1664776","ENSG00000132294","EFR3A","EFR3 homolog A (S. cerevisiae) ","8"," 132,916,335 "," 133,025,889 ","M1"
"341","ILMN_1671473","ENSG00000013016","EHD3","EH-domain containing 3 ","2"," 31,456,880 "," 31,492,313 ","M1"
"342","ILMN_1704472","ENSG00000176396","EID2","EP300 interacting inhibitor of differentiation 2 ","19"," 40,028,890 "," 40,030,870 ","M1"
"343","ILMN_2225144","ENSG00000163412","EIF4E3","eukaryotic translation initiation factor 4E family member 3 ","3"," 71,728,440 "," 71,803,924 ","M1"
"344","ILMN_1764873","ENSG00000066044","ELAVL1","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R) ","19"," 8,023,463 "," 8,070,543 ","M1"
"345","ILMN_2065254","ENSG00000162374","ELAVL4","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 ","1"," 50,513,686 "," 50,669,458 ","M1"
"346","ILMN_1658685","ENSG00000166897","ELFN2","extracellular leucine-rich repeat and fibronectin type III domain containing 2 ","22"," 37,764,000 "," 37,823,505 ","M1"
"347","ILMN_1810604","ENSG00000110675","ELMOD1","ELMO/CED-12 domain containing 1 ","11"," 107,461,817 "," 107,537,505 ","M1"
"348","ILMN_1737965","ENSG00000118402","ELOVL4","ELOVL fatty acid elongase 4 ","6"," 80,624,529 "," 80,657,297 ","M1"
"349","ILMN_1755677","ENSG00000100908","EMC9","ER membrane protein complex subunit 9 ","14"," 24,608,174 "," 24,610,797 ","M1"
"350","ILMN_1674193","ENSG00000135638","EMX1","empty spiracles homeobox 1 ","2"," 73,143,389 "," 73,162,020 ","M1"
"351","ILMN_2413015","ENSG00000135638","EMX1","empty spiracles homeobox 1 ","2"," 73,143,389 "," 73,162,020 ","M1"
"352","ILMN_1765796","ENSG00000111674","ENO2","enolase 2 (gamma, neuronal) ","12"," 7,022,909 "," 7,032,861 ","M1"
